"","lfdn","external_lfdn","tester","dispcode","lastpage","quality","duration","c_0001","p_0001","v_113","v_114","meduse_1","meduse_2","meduse_3","medtime_1","medtime_2","medtime_3","medcondsoz_1","medcondsoz_2","medcondsoz_3","medcondsoz_4","medcondsoz_5","medcondsoz_6","medcondsoz_7","medcondsoz_8","medcondsoz_9","medcondsoz_10","v_48","medcondsoz_11","med_act","finan1","finan2","finan3","trust1","trust2","trust3","trust4","trust5","tsec1","tsec2","tsec3","tfree1","tfree2","tfree3","ssec1","ssec2","ssec3","sfree1","sfree2","sfree3","att","man_finance","man_finance_ctrl","man_eff","man_eff_ctrl","man_acc1","man_acc2","narrative_1","narrative_2","narrative_3","narrative_4","narrative_5","narrative_6","narrative_7","narrative_8","man_check1","man_check2","v_126","v_127","heiz1","heiz2","heiz3","heiz4","heiz5","heiz6","heiz7","heiz8","heiz9","heiz10","v_109","pol","v_7","SES","gender","age","browser","referer","device_type","participant_browser","participant_browser_version","participant_os","participant_device","participant_brand","participant_model","participant_isbot","participant_continent","participant_country","participant_region","participant_city","participant_latitude","participant_longitude","quota","quota_assignment","quota_rejected_id","page_history","hflip","vflip","output_mode","javascript","flash","session_id","language","cleaned","ats","datetime","date_of_last_access","date_of_first_mail","rts7164300","rts7164302","rts7164304","rts7164305","rts7164306","rts7164307","rts7164308","rts7164309","rts7164310","rts7164312","rts7164313","rts7164314","rts7164315","rts7164316","rts7164317","rts7164318","rts7164319","rts7164320","rts7164321","rts7164322","rnd_pg_7164311_1","rnd_pg_7164311_2","rnd_pg_7164311_3","rnd_pg_7164311_4","rnd_pg_7164311_5","rnd_pg_7164311_6","rnd_pg_7164311_7","rnd_pg_7164311_8"
"35",52,0,0,31,7101365,NA,243,2,289762377329673,0,1,2,1,9,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,5,6,6,1,4,6,4,4,4,5,5,5,4,4,4,4,4,4,2,2,NA,5,NA,3,3,3,3,3,4,1,3,3,4,4,4,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,3,NA,7,1,61,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113514,7113511,7113508,7113507,7113513,7113515,7113516,7113510,7113517,7113518,7101522,7101365",1,0,0,NA,NA,"4a37b2034d74f71884547d8ed7e7110c",1,0,1728915555,"2024-10-14 14:19:15","2024-10-14 14:23:18","0000-00-00 00:00:00",4,243,79,51,99,103,141,123,144,183,162,209,158,188,154,193,199,218,222,0,7113514,7113511,7113508,7113507,7113513,7113515,7113516,7113510
"36",53,0,0,31,7101365,NA,498,2,289762377660565,0,1,3,9,7,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,7,7,4,5,5,4,1,5,1,4,3,3,5,4,5,7,7,7,2,3,NA,4,NA,2,1,1,5,3,5,1,4,2,3,3,3,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,7,NA,5,2,73,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0.1 Safari/605.1.15","https://deref-gmx.net/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113510,7113516,7113515,7113507,7113514,7113508,7113513,7113511,7113517,7113518,7101522,7101365",1,1,0,NA,NA,"5ea7bf4e250eef6fede3ee21f5dcd286",1,0,1728915580,"2024-10-14 14:19:40","2024-10-14 14:27:58","0000-00-00 00:00:00",3,498,81,54,120,156,230,193,233,301,328,258,357,334,322,289,277,378,384,0,7113510,7113516,7113515,7113507,7113514,7113508,7113513,7113511
"37",54,0,0,31,7101365,NA,1265,1,289762377756855,0,1,1,1,7,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,5,6,5,3,6,2,4,3,3,5,4,3,6,7,7,5,5,5,1,5,NA,6,NA,3,2,1,3,4,3,4,4,5,4,3,5,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,1,NA,6,2,62,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113511,7113513,7113507,7113510,7113516,7113515,7113514,7113508,7113517,7113518,7101522,7101365",1,1,0,NA,NA,"1b59cbf4a2bd16c98a569e572d46356c",1,0,1728915752,"2024-10-14 14:22:32","2024-10-14 14:43:37","0000-00-00 00:00:00",5,1265,138,51,165,363,580,534,592,888,1217,912,686,714,1188,1040,1010,1230,1236,0,7113511,7113513,7113507,7113510,7113516,7113515,7113514,7113508
"38",55,0,0,31,7101365,NA,708,2,289762377588850,0,1,1,1,6,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5,5,5,3,2,3,2,4,7,4,5,5,4,3,5,5,4,7,7,2,2,NA,4,NA,3,2,5,3,4,5,1,3,4,2,2,2,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,1,NA,4,1,74,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113513,7113510,7113516,7113514,7113515,7113511,7113508,7113507,7113517,7113518,7101522,7101365",1,1,0,NA,NA,"fe407dc3d57e0349cd6925d4d3025cf7",1,0,1728915763,"2024-10-14 14:22:43","2024-10-14 14:34:31","0000-00-00 00:00:00",6,708,148,85,205,240,368,297,381,638,612,468,598,430,539,569,503,662,671,0,7113513,7113510,7113516,7113514,7113515,7113511,7113508,7113507
"39",56,0,0,31,7101365,NA,398,2,289762377334795,0,1,3,6,9,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,7,6,6,4,4,2,1,1,4,1,4,4,1,1,1,7,7,7,2,1,NA,5,NA,3,3,4,4,3,3,1,4,4,4,3,3,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,3,NA,6,1,64,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0","https://deref-gmx.net/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113511,7113515,7113507,7113507,7113507,7113513,7113510,7113508,7113516,7113514,7113517,7113518,7101522,7101365",0,0,0,NA,NA,"0eac68d43144cc089ebe8327c1698cf4",1,0,1728915948,"2024-10-14 14:25:48","2024-10-14 14:32:26","0000-00-00 00:00:00",7,398,80,41,112,122,179,146,184,284,312,302,207,290,345,220,329,366,375,0,7113511,7113515,7113507,7113513,7113510,7113508,7113516,7113514
"40",57,0,0,31,7101365,NA,780,2,289762377512021,0,1,2,9,8,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,4,7,7,1,7,5,1,4,2,2,1,1,6,6,6,6,6,6,2,5,NA,6,NA,3,3,4,5,5,5,3,5,5,5,3,3,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,1,NA,5,2,84,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7113504,7113504,7112415,7113506,7119467,7113511,7113514,7113507,7113510,7113515,7113516,7113508,7113513,7113517,7113518,7101522,7101365",1,0,0,NA,NA,"a54de84b9979fb0243f8a504cc0dff84",1,0,1728916174,"2024-10-14 14:29:34","2024-10-14 14:42:34","0000-00-00 00:00:00",7,780,167,73,212,233,408,341,421,535,629,564,471,684,506,598,613,704,712,0,7113511,7113514,7113507,7113510,7113515,7113516,7113508,7113513
"41",58,0,0,31,7101365,NA,962,2,289762377422893,0,1,3,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,2,1,2,1,1,4,5,4,5,5,5,6,4,6,7,7,7,2,4,NA,4,NA,1,1,4,3,3,4,4,3,3,3,3,4,NA,NA,1,0,0,0,0,0,1,0,0,0,NA,5,NA,6,1,33,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113513,7113511,7113507,7113508,7113514,7113515,7113516,7113510,7113517,7113518,7101522,7101365",1,1,0,NA,NA,"23c86813bb7356e62aebb4e48948535c",1,0,1728916200,"2024-10-14 14:30:00","2024-10-14 14:46:02","0000-00-00 00:00:00",6,962,261,143,345,402,655,455,663,799,815,856,770,739,830,844,850,891,923,0,7113513,7113511,7113507,7113508,7113514,7113515,7113516,7113510
"42",59,0,0,31,7101365,NA,540,3,289762377567337,0,1,8,9,8,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,5,6,5,3,4,4,5,6,5,5,5,5,4,5,5,4,5,5,NA,NA,2,NA,5,3,3,4,5,4,3,4,4,3,4,NA,NA,4,4,0,0,0,0,0,1,0,0,0,0,NA,6,NA,2,2,71,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113510,7113516,7113511,7113515,7113514,7113513,7113508,7113507,7113517,7113518,7101522,7101522,7101522,7101365",1,0,0,NA,NA,"86f89032f3d5218e7c270b3e12bf5d7e",1,0,1728916256,"2024-10-14 14:30:56","2024-10-14 14:39:56","0000-00-00 00:00:00",6,540,99,54,136,146,236,186,247,463,438,275,340,413,383,367,301,484,491,0,7113510,7113516,7113511,7113515,7113514,7113513,7113508,7113507
"43",61,0,0,31,7101365,NA,307,1,289762377690275,0,1,8,1,9,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,1,4,2,1,2,2,2,5,2,6,6,6,7,7,7,7,7,7,2,5,NA,2,NA,1,1,4,4,4,2,4,2,4,3,2,2,NA,NA,0,0,0,1,1,0,0,0,0,0,NA,9,NA,4,1,43,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0","https://meinungsplatz.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113508,7113514,7113507,7113513,7113511,7113516,7113515,7113510,7113517,7113518,7101522,7101365",0,1,0,NA,NA,"4e0f65ff7ea0d3a653e920a7fc394737",1,0,1728916347,"2024-10-14 14:32:27","2024-10-14 14:37:34","0000-00-00 00:00:00",4,307,91,58,117,125,185,155,188,212,198,251,228,223,206,246,237,263,278,0,7113508,7113514,7113507,7113513,7113511,7113516,7113515,7113510
"44",62,0,0,31,7101365,NA,398,1,289762377639049,0,1,1,9,9,2,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,7,7,6,6,2,5,5,4,4,4,5,4,4,2,2,1,5,2,5,1,2,NA,4,NA,3,3,4,5,2,4,1,3,3,4,3,3,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,2,NA,7,2,71,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0","https://deref-gmx.net/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113510,7113513,7113514,7113515,7113511,7113508,7113507,7113516,7113517,7113518,7101522,7101365",1,1,0,NA,NA,"46cf55a73d544715d8da3292337a9cc9",1,0,1728916463,"2024-10-14 14:34:23","2024-10-14 14:41:01","0000-00-00 00:00:00",4,398,63,38,84,151,199,176,205,341,326,227,310,243,261,282,356,365,371,0,7113510,7113513,7113514,7113515,7113511,7113508,7113507,7113516
"45",63,0,0,31,7101365,NA,672,2,289762377541728,0,1,2,9,9,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,4,4,1,2,2,4,5,4,4,4,4,6,6,5,4,5,5,2,4,NA,5,NA,3,3,2,5,3,3,1,3,3,3,3,4,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,8,"Tierschutzpartei",5,1,60,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0","https://deref-web.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113510,7113515,7113511,7113514,7113507,7113513,7113508,7113516,7113517,7113518,7101522,7101365",0,1,0,NA,NA,"b4b9162d1f249953da04951fa3a1de4b",1,0,1728916492,"2024-10-14 14:34:52","2024-10-14 14:46:04","0000-00-00 00:00:00",4,672,100,60,135,244,341,299,350,509,558,385,453,533,483,414,582,605,620,0,7113510,7113515,7113511,7113514,7113507,7113513,7113508,7113516
"46",64,0,0,31,7101365,NA,1441,3,289762377287921,0,1,2,2,9,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,2,6,6,2,3,3,4,5,4,5,5,5,1,1,1,1,1,1,NA,NA,1,NA,6,5,5,5,4,4,3,4,3,5,4,NA,NA,5,5,0,0,0,0,1,0,0,0,0,0,NA,1,NA,5,2,72,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0","https://survey.maximiles.com/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113514,7113508,7113511,7113515,7113513,7113507,7113516,7113510,7113517,7113518,7101522,7101365",1,1,0,NA,NA,"d18d7e3d3ab981b205882a2bfd3059a5",1,0,1728916652,"2024-10-14 14:37:32","2024-10-14 15:01:33","0000-00-00 00:00:00",6,1441,177,110,212,335,400,363,411,1255,497,1368,539,1226,452,572,1338,1397,1405,0,7113514,7113508,7113511,7113515,7113513,7113507,7113516,7113510
"47",65,0,0,31,7101365,NA,431,3,289762377948191,0,1,1,9,8,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,5,5,3,3,2,2,5,4,5,4,4,4,4,4,4,4,4,NA,NA,1,NA,2,2,3,3,4,3,2,1,3,3,4,NA,NA,2,2,0,0,0,0,0,1,0,0,0,0,NA,9,NA,4,2,73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0","https://survey.maximiles.com/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113510,7113507,7113515,7113513,7113508,7113516,7113514,7113511,7113517,7113518,7101522,7101522,7101522,7101365",0,0,0,NA,NA,"6959407f4b8fbf75350961fefbff653e",1,0,1728916902,"2024-10-14 14:41:42","2024-10-14 14:48:53","0000-00-00 00:00:00",7,431,93,53,121,171,228,194,231,287,321,263,365,312,347,302,335,379,385,0,7113510,7113507,7113515,7113513,7113508,7113516,7113514,7113511
"48",66,0,0,31,7101365,NA,498,3,289762377609338,0,1,1,9,8,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,5,4,2,4,4,4,5,5,6,4,4,4,4,4,4,4,4,NA,NA,1,NA,4,3,3,4,4,3,4,3,4,3,4,NA,NA,2,2,0,0,0,0,0,1,0,0,0,0,NA,4,NA,7,2,77,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113510,7113515,7113513,7113511,7113508,7113507,7113516,7113514,7113517,7113518,7101522,7101365",1,0,0,NA,NA,"cbc172ce76597ee7418edcd2cd794538",1,0,1728917097,"2024-10-14 14:44:57","2024-10-14 14:53:15","0000-00-00 00:00:00",5,498,183,87,229,234,300,260,306,375,366,315,351,335,398,324,390,421,447,0,7113510,7113515,7113513,7113511,7113508,7113507,7113516,7113514
"49",67,0,0,31,7101365,NA,408,1,289762377897987,0,1,2,7,6,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,7,7,6,7,2,2,3,1,1,4,1,2,1,4,4,4,4,5,5,2,1,NA,4,NA,2,2,4,2,4,4,1,4,2,4,2,2,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,1,NA,10,2,80,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113511,7113516,7113514,7113515,7113508,7113513,7113510,7113507,7113517,7113518,7101522,7101365",0,0,0,NA,NA,"5725e82041624f50f5c8e2f90c60c032",1,0,1728917146,"2024-10-14 14:45:46","2024-10-14 14:52:34","0000-00-00 00:00:00",4,408,119,67,150,155,233,198,241,359,318,343,271,334,300,309,285,373,379,0,7113511,7113516,7113514,7113515,7113508,7113513,7113510,7113507
"50",68,0,0,31,7101365,NA,1231,2,289762377901060,0,1,7,5,8,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,4,6,4,2,5,6,4,4,4,6,4,4,4,4,4,4,5,5,1,3,NA,6,NA,3,3,5,4,5,4,1,5,3,3,3,2,NA,NA,0,0,0,0,1,0,0,0,0,0,NA,1,NA,7,2,75,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0","https://email.t-online.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113515,7113508,7113516,7113507,7113510,7113514,7113511,7113513,7113517,7113518,7101522,7101365",0,0,0,NA,NA,"f2376dcc377533679d22fe84444bc6c7",1,0,1728917154,"2024-10-14 14:45:54","2024-10-14 15:06:25","0000-00-00 00:00:00",7,1231,237,127,308,348,593,513,627,912,784,962,1095,1117,1051,716,855,1149,1160,0,7113515,7113508,7113516,7113507,7113510,7113514,7113511,7113513
"51",69,0,0,31,7101365,NA,990,3,289762377868533,0,1,2,8,7,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,3,2,3,1,1,5,6,4,6,4,5,5,5,5,5,5,5,NA,NA,1,NA,3,1,1,2,3,2,1,1,1,1,1,NA,NA,2,1,0,0,0,0,0,1,0,0,0,0,NA,6,NA,6,2,88,"Mozilla/5.0 (Windows NT 6.1; rv:109.0) Gecko/20100101 Firefox/115.0","https://deref-gmx.net/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7113504,7113504,7113504,7113504,7113504,7112415,7112415,7112415,7113506,7119467,7113511,7113513,7113508,7113507,7113510,7113516,7113515,7113514,7113517,7113518,7101522,7101365",1,1,0,NA,NA,"787a090feaddcd6537cef89800dadab8",1,0,1728917350,"2024-10-14 14:49:10","2024-10-14 15:05:40","0000-00-00 00:00:00",10,990,232,147,316,345,670,594,686,834,807,846,756,787,879,868,857,904,918,0,7113511,7113513,7113508,7113507,7113510,7113516,7113515,7113514
"52",70,0,0,31,7101365,NA,486,3,289762377822425,0,1,1,1,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,7,7,6,2,4,1,1,6,6,3,6,5,1,4,4,4,6,6,6,NA,NA,1,NA,3,2,2,5,5,5,5,1,5,5,5,NA,NA,1,1,0,0,0,0,0,1,0,0,0,0,NA,1,NA,4,2,81,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36","https://survey.maximiles.com/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7113504,7112415,7113506,7119467,7113510,7113507,7113513,7113516,7113508,7113511,7113515,7113514,7113517,7113518,7101522,7101365",1,1,0,NA,NA,"acc3c98043260b07b5df64bbdc2ca37b",1,0,1728917474,"2024-10-14 14:51:14","2024-10-14 14:59:20","0000-00-00 00:00:00",5,486,112,56,164,222,285,251,295,359,390,338,402,367,425,415,378,447,454,0,7113510,7113507,7113513,7113516,7113508,7113511,7113515,7113514
"53",71,0,0,31,7101365,NA,694,1,289762377247968,0,1,7,6,9,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,3,6,5,3,5,5,4,4,5,5,4,4,5,5,5,5,5,5,1,3,NA,5,NA,3,3,3,3,1,3,1,3,3,3,4,4,NA,NA,0,1,0,0,1,0,0,0,0,0,NA,2,NA,7,1,55,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0","https://email.t-online.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113513,7113516,7113510,7113514,7113511,7113515,7113508,7113507,7113517,7113518,7101522,7101365",0,1,0,NA,NA,"37aa01250f74c626034aab1f282e01d9",1,0,1728918053,"2024-10-14 15:00:53","2024-10-14 15:12:27","0000-00-00 00:00:00",3,694,131,84,167,296,381,335,388,652,631,474,530,427,508,611,459,667,678,0,7113513,7113516,7113510,7113514,7113511,7113515,7113508,7113507
"54",72,0,0,31,7101365,NA,1993,1,289762377377819,0,1,2,9,9,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,6,6,7,6,1,5,7,1,4,2,5,6,5,7,7,7,6,6,7,2,4,NA,5,NA,2,3,2,5,2,5,4,4,4,5,3,4,NA,NA,0,0,0,0,0,0,0,0,0,1,"Fernwärme",2,NA,7,2,64,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113508,7113507,7113511,7113516,7113515,7113514,7113510,7113513,7113517,7113518,7101522,7101365",1,1,0,NA,NA,"dc6368a04e6e180bf8f9f89c4d124274",1,0,1728918730,"2024-10-14 15:12:10","2024-10-14 15:45:23","0000-00-00 00:00:00",4,1993,81,41,117,970,1096,1024,1107,1207,1150,1765,1323,1814,1701,1649,1422,1887,1909,0,7113508,7113507,7113511,7113516,7113515,7113514,7113510,7113513
"55",73,0,0,31,7101365,NA,554,3,289762378026049,0,1,6,6,7,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,6,6,5,5,3,4,4,4,4,4,5,3,3,1,1,1,1,1,1,NA,NA,1,NA,5,4,4,5,5,3,2,4,3,3,5,NA,NA,3,4,0,0,0,0,0,1,0,0,0,0,NA,1,NA,7,2,62,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36","https://mingle.respondi.de/survey/my-surveys",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113516,7113513,7113508,7113510,7113514,7113515,7113511,7113507,7113517,7113518,7101522,7101365",1,1,0,NA,NA,"a5810b81a19589ee5f2d028b3188a7af",1,0,1728918751,"2024-10-14 15:12:31","2024-10-14 15:21:45","0000-00-00 00:00:00",6,554,90,56,127,225,285,254,296,501,387,414,477,360,440,455,326,525,531,0,7113516,7113513,7113508,7113510,7113514,7113515,7113511,7113507
"56",74,0,0,31,7101365,NA,488,1,289768833517635,0,1,3,6,9,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,3,2,1,2,2,5,5,4,6,5,6,5,5,6,6,6,6,1,3,NA,2,NA,3,3,4,4,1,3,2,4,2,2,2,3,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,8,"PdF",5,2,59,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113515,7113511,7113514,7113513,7113510,7113516,7113507,7113508,7113517,7113518,7101522,7101365",1,1,0,NA,NA,"533a7923fe7d658164eaf645220442f1",1,0,1728919379,"2024-10-14 15:22:59","2024-10-14 15:31:07","0000-00-00 00:00:00",5,488,66,41,90,101,156,126,161,406,435,348,236,319,278,198,379,454,465,0,7113515,7113511,7113514,7113513,7113510,7113516,7113507,7113508
"57",75,0,0,31,7101365,NA,424,2,289768833453104,0,1,2,9,9,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,4,4,3,5,5,3,3,3,3,3,3,6,6,6,6,6,6,2,5,NA,3,NA,2,1,4,3,4,3,3,3,3,4,2,2,NA,NA,0,0,0,0,0,1,0,0,0,0,NA,1,NA,7,2,71,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0","https://deref-web.de/",0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113508,7113515,7113511,7113516,7113507,7113513,7113514,7113510,7113517,7113518,7101522,7101365",0,0,0,NA,NA,"5087e775e4b4d321a90be7627725180b",1,0,1728919385,"2024-10-14 15:23:05","2024-10-14 15:30:09","0000-00-00 00:00:00",5,424,87,50,119,169,243,209,247,335,268,366,303,343,349,293,320,386,394,0,7113508,7113515,7113511,7113516,7113507,7113513,7113514,7113510
